features,emotion
"[6.325762537334826, 7.34694771497065, 5.3620431174074135, 2.406336104088307, 5.799375903505283, 3.697286212416342, 3.9427666365004863, 6.172728037510186, 7.476566142867272, 5.042543153472123, 5.617666025197927, 8.404429889270476, 5.4815063589771365, 0.8601683114180394, 0.6565509645631544, 0.4239237240844182, 0.6753341621104533, 0.6381158384882778, 0.7289752754082746, 0.6673181351269958, 0.5861544016016226, 0.4775701763710634, 0.5790976742713975, 0.5149479545790699, 0.5419476550195277, 2117.715680884122, 183.4952252175703, 2518.4014589468943, 60.308770347361175, 1688.9205336440282, 127.86525946582604, 0.06951085478403089]",happy
"[4.7319656666541645, 5.0293763894583945, 3.43020337383552, 6.2965608676877185, 4.758103702784437, 5.839064887814056, 3.2250156443958, 4.125083399353179, 6.444762715655543, 4.254333695816466, 8.45392770246681, 4.200727628770795, 5.449369451503772, 0.693259083187309, 0.4581634267066968, 0.42391911880192235, 0.44743436854299046, 0.7262584103427182, 0.5448141854107553, 0.8558199285668252, 0.5435752401342611, 0.6184551303197037, 0.7542109952567876, 0.8006092888159123, 0.8061503576636397, 2241.6732461186284, 151.20312629057312, 2577.758084760355, 208.37708071249784, 1489.7628567342933, 47.272044663107714, 0.0998312771294524]",happy
"[4.659630754950143, 4.093543901345449, 6.392774894913431, 6.910610417141021, 5.176813772583695, 7.955060162110524, 2.71662177173299, 4.612681081440564, 3.5663553587943904, 1.26692676585388, 4.834638628314601, 4.756504983233433, 8.026899486484261, 0.6630811684554777, 0.49758131756707946, 0.7854092566334188, 0.7221033695525353, 0.6582097703468616, 0.5773515901150168, 0.504056076327652, 0.5627793223928946, 0.7088748619704186, 0.7884586305934609, 0.7543243528272189, 0.5511150578213726, 1776.0765133421978, 107.0443123455602, 1869.4681903311443, 174.23757856385862, 1570.4794827402663, 61.35853992527031, 0.020264846636660228]",happy
"[6.027200213139433, 3.9345983206761774, 2.660166328579424, -0.7445244265632986, 4.9449701898987275, 8.544503193339487, 8.32251842909574, 4.0858074868274565, 3.7955758792764387, 5.937548512150047, 3.0032291216234173, 5.6035837996389315, 6.53216055676938, 0.7226933223884308, 0.5899845923520047, 0.5796326249823034, 0.5122017413243438, 0.517311964596014, 0.5773521108098473, 0.6367365506816178, 0.6913584626233249, 0.5196821049319655, 0.7492688568959521, 0.5728876398957431, 0.5978632705651563, 1850.5576641704354, -21.21201301364708, 2665.213618908315, 205.2632922819325, 1543.7344885763573, 82.67962868899488, 0.12579696088520498]",happy
"[1.8749082862269146, 3.9418946453074106, 6.588529359243655, 2.491421153661501, 5.587115864333258, 2.28683639075319, 5.932859964867053, 4.9287170354050325, 1.769736368188981, 7.329478708914342, 3.5308168464039014, 3.3794951259712382, 5.401138394461886, 0.7148637349428715, 0.4984178181021603, 0.6061679849847972, 0.6428816500330573, 0.6693105607263143, 0.6176441555277224, 0.5632972160916677, 0.517240977935128, 0.6086143883046374, 0.4927860988014393, 0.30786495165053923, 0.6436559804157668, 2180.786968217239, -18.146621777091923, 2097.0807885870186, 196.43656957538983, 2011.4990939423396, 80.83174830701631, 0.06359985293854328]",happy
"[-2.3657928822096803, 0.7497528382963696, -3.291928358249071, -3.598384013300507, -2.965487044364065, -3.9066572165174245, -1.754659368010409, 1.2493569169391212, -1.353841453767942, -2.504707004252575, -2.583622537831088, -5.126381617393314, -0.23378044570568202, 0.29221628029871977, 0.28195200864093745, 0.6193107567844861, 0.32987529083656864, 0.22482089499048155, 0.25736424037944566, 0.41484457091967547, 0.31132704105377645, 0.1561722021682633, 0.39192289345752035, 0.23318559144610057, 0.48732977762175456, 1416.0096131429298, 77.63390521706245, 1824.304908520534, 155.08916328955524, 1130.554735024444, 99.389312691779, 0.05768216725045633]",sad
"[-3.287099664634924, 0.059921635162322406, -2.669550664213082, -2.8072969264839935, -3.910245158698706, -1.152801868813078, 2.12504983848629, -4.135065828508546, -1.951561086654484, 0.8244411108308585, -2.1592827824914305, -1.0952564075005322, -4.124787056293759, 0.34283070972076485, 0.2812855734995451, 0.3985729995679863, 0.4187386051564751, 0.5589563642018613, 0.35796331732135755, 0.33257963165821663, 0.3194384301577336, 0.26468337071893117, 0.3338483843461691, 0.27045985898609703, 0.3168460976269614, 1463.519507121592, 49.672871736017946, 1781.9635683387137, 248.78363005048988, 936.3862946017842, -4.874195960343783, 0.06960890064527839]",sad
"[0.5939890931222185, -2.0457361245977643, -3.9986044645898215, -3.009549842456435, -0.31875994699089394, -0.9065328635972414, -2.4778641983393888, -2.733648823629375, -2.783516298087644, -3.844820368997005, 1.2307513789388835, -2.64464093842268, 0.43431704165099294, 0.45213160519224516, 0.39983108981479604, 0.25683796872819514, 0.34037300903366097, 0.2975804393609084, 0.20962981392698715, 0.3324359281721603, 0.18209602088401972, 0.4187679388461564, 0.2535382702701607, 0.32011596558728395, 0.3283287871546142, 1148.2190052591845, 129.33469007376374, 1297.5289030132426, 215.3472973092933, 690.8040639506503, 85.05518318185648, 0.19694644995291424]",sad
"[-4.000662649211149, -3.355489941049703, -0.97218430068217, -1.640836436120804, -1.2987398014528817, -1.0216257397046729, -0.7305570628764602, 0.21939968391244635, -1.180362686142975, -2.482515309237085, -0.6548525975945374, 1.7997638697904312, -2.265267492765147, 0.20254706953293583, 0.41070806692869727, 0.28796188360464015, 0.08273304539859636, 0.38474216771504216, 0.24646718140460772, 0.2909466717695839, 0.33319803305690143, 0.31904996797790663, 0.37094518171390395, 0.2564513629430156, 0.35131057981760827, 1148.0906644832166, 136.94052404437514, 1624.610245203916, 79.84209734665535, 1177.1964232350065, 58.56146219543808, 0.14040288991405725]",sad
"[-1.2654253731973188, 1.676367353590245, -2.4469319647437042, -2.698633592236395, -2.038839211775465, -2.606359565668551, -0.4001161961158999, -5.232621216873175, -4.107364838292709, -4.135605843158386, -0.09938481605284855, 1.4212267451638505, -2.208898437074943, 0.2831178276809989, 0.3070052163113181, 0.41618783026081907, 0.20726468658094258, 0.3238368982734785, 0.397519762978243, 0.3501094169939845, 0.31895816165987434, 0.4001046092567141, 0.029676770700076238, 0.3677875319530908, 0.2345924316872576, 833.8734206287086, 125.56012997624904, 1852.0975635488874, 139.69136140292312, 1150.5749094405878, 144.49113031954582, 0.16574572267920237]",sad
"[1.2799290587427858, -0.5157450178562155, -1.8491327221968143, -5.203931623794337, -2.4921249762598974, -3.6864931906323832, 2.3418854349956275, -2.351771624864673, -1.7535903864310287, -0.8970292479190649, -1.9127951072550926, 1.390102080861506, -3.245298723468904, 0.3194607455237243, 0.22575294143019514, 0.1679977488779294, 0.23882309090947146, 0.2962963202951588, 0.257069777548274, 0.23075790201261437, 0.1593682536328166, 0.2916894427371305, 0.14952796259689977, 0.37600559636896025, 0.3082439752934503, 908.489700107014, 84.53954614750683, 1214.353078322825, 173.93808828143852, 1228.0900892046288, 4.993101214170224, 0.10575130395737087]",sad
"[-2.320265591133281, -0.6573198470990687, -1.5736067435246217, -3.503938663477638, -2.6381078713332364, -3.592051713606978, 0.15201427719719662, -1.9573767026561155, 1.8023813715060149, -2.1213216276292415, -3.4168135338209256, -5.027428785225654, -5.606279352511891, 0.141586405699451, 0.3267126651011483, 0.3508725023229934, 0.14188092979678663, 0.3895038314076115, 0.25169389483165605, 0.3146793011985549, 0.46122206282554246, 0.3896839315865532, 0.27314693520941674, 0.21088077745847122, 0.08481845986706948, 1056.169336151516, 89.44348805861527, 1143.8461418546449, 140.15572746807715, 975.3703765917536, 71.00576072767686, 0.06749987095882701]",sad
"[-1.6626906560665446, -1.116118700861182, -4.180798154885692, 0.8218647594925401, -2.1971762645685233, -1.9623007541103046, -0.5835711534868857, -1.5335677374729966, -0.0937267321735098, -1.4257516695963517, -3.224874749280876, -1.2769929495877967, -4.287452414641324, 0.3108559705776523, 0.29667700093555394, 0.27918831427274604, 0.2871462488561069, 0.11181509545023607, 0.24512750922590384, 0.30928449011411147, 0.31598563919974004, 0.19723248590740416, 0.4265707840864701, 0.2133825151785499, 0.3969457200526737, 1285.438872374337, 67.68863450780984, 1972.5932677828537, 60.477237618264, 1143.8308347220004, 120.02329272171913, 0.06646898954616776]",sad
"[0.7849306001286576, -2.5000930291979055, -1.422612741440286, -1.4793563224575585, -2.2686174829410954, -0.3783834536804358, -0.41302255889557404, -5.497063946476361, 0.6086804857563051, -5.324983976071349, 0.06509240868331467, 0.25341027365516666, -4.181932860430397, 0.25891857120454154, 0.18942953315140643, 0.27850789697112643, 0.26919657158142585, 0.377966053226934, 0.4310308746119608, 0.4395683810789956, 0.24378319734216977, 0.2790778126255472, 0.13165618077790495, 0.2194129933503811, 0.39648516330974576, 1523.1165647096464, 38.2825564060039, 1262.2607222541317, 148.01956822808046, 1016.0322317639213, 47.61585920313416, 0.12120305222320449]",sad
"[-2.9476786941418323, -2.028904541756558, -0.9074315039926009, -1.9871554603781243, -2.872771781053137, -2.2192196078516617, -2.1767259184106704, -2.7400220597642555, -2.517592125334205, 1.1972943410094339, -0.8781611041175226, -2.5909606360583206, -0.6060911909785287, 0.266618051024399, 0.41731246375866415, 0.3369642192198094, 0.2892697855995771, 0.34477169258102774, 0.14291238479315005, 0.18732325310901946, 0.18060749936009446, 0.31429430947637066, 0.4732514999485092, 0.5231300146192632, 0.3638051101440757, 1300.1688949888915, 9.947113292363056, 1277.1978600797934, 90.91621860688208, 835.8304803497767, 73.27424725660842, 0.07639547111514364]",sad
"[-5.958599620751576, -0.5041794877649324, -4.1454860514796135, -1.5215062717777008, 2.148165339499947, -3.8387691831728468, -7.0605750454926595, -2.5720084437602218, 0.20191926999714216, 1.9166949084411877, -4.459099188904833, -1.0066015535269566, -2.930620913560107, 0.2894051645695864, 0.5644343347017035, 0.14970296716048465, 0.32537396614945735, 0.3467693171765433, 0.4085786324939347, 0.3097983153470895, 0.3308050539504102, 0.26083514325782087, 0.32691269412451074, 0.26568077245025895, 0.36215718898560506, 1126.0779327912733, 118.85501969510932, 1431.2211558945064, 234.4537688079126, 949.7212552823028, 9.07870127172474, 0.1630960750356996]",sad
"[-3.8114646017252376, -3.3075326772976394, -3.191322588086984, 0.7488761863416347, -6.271348427957391, 4.2754970673199875, 0.11211361813210363, -1.5535221717416807, -2.1097880012325727, -1.4288918502846861, -0.9577551432413234, -0.709568828099886, -0.888791067993103, 0.30895806812552484, 0.28026615796926735, 0.2848726716346488, 0.2805091719647319, 0.41337700968670643, 0.3593556722280862, 0.005961136533571942, 0.3655900776529761, 0.31947361947187747, 0.2981291243554102, 0.2611481546911114, 0.41241127199860134, 1389.5052924245715, 61.35611660881955, 1562.1156861373606, 77.12574490940355, 684.0763670422139, 54.931311016401395, 0.14311967361913794]",sad
"[-0.09374990924782667, -0.9738291598054141, -0.5498084263040057, -0.9676434257700832, -3.2829631904459045, -1.1361549106521187, -0.39918094954463545, -0.49141734037285145, 0.37782674294928587, -0.5833923055978725, -1.2971035849168342, 0.14030047663285483, -2.05304251849812, 0.2118125348772282, 0.2836933036056236, 0.22550973551935508, 0.2324821725025618, 0.2855481329284482, 0.22075800790000386, 0.26920384703609596, 0.11063853330462142, 0.32132937073729384, 0.3001205475362224, 0.21829113689318091, 0.3659245668432405, 1387.5140275253116, 19.622006781551292, 1211.1825664301357, 92.31432376595264, 772.0193797782271, 113.17899367726994, 0.09030869306135983]",sad
"[-2.5290296826212213, -6.007724728813507, -0.7291639395815472, -4.478516789706945, -1.8801347394673436, -1.4452461240836167, 0.721317191677302, -4.617640798238224, -8.03902431164165, -1.6323009104926103, 1.6010223630217073, 0.47789270587887467, -1.5806811694507483, 0.25083638143679526, 0.380712259663731, 0.20264538002955312, 0.3476357769356219, 0.3505470159166627, 0.40602099074988796, 0.5759660038911077, 0.3392415967178767, 0.24910363742925012, 0.29744256878080055, 0.12309240951108816, 0.23052868689109418, 1118.1435123773792, 73.79558010327037, 1485.7064616101165, 88.31850507133495, 1184.2061334648943, 80.00828259672788, 0.09953498394306928]",sad
"[-2.6557894330258356, -1.6896186322820417, -0.3498034706647306, -3.7342604314218004, -3.3162329781505133, -2.6074520575533295, -4.69174184694643, -3.638515719442996, -2.952441747089318, -0.25122163857454494, -1.47487734199615, -1.6128201772649113, -0.2982040756640556, 0.2862628211600603, 0.3390464849928889, 0.28967782470675035, 0.3265362349399628, 0.2417241342388418, 0.056118284172357064, 0.28657208378136956, 0.442274813609994, 0.39262154022415924, 0.39653974845911705, 0.4236130721806218, 0.3088657590961437, 1239.463141481119, 69.1174052282825, 1345.178143191885, 196.18283623283563, 1200.7768874337632, 74.42214897276001, 0.07749053675742942]",sad
"[-1.9989440822868054, -0.7975865021417703, -4.887709632267084, -6.592361906274476, -3.101073698983167, -4.441424851828318, -3.016280395294622, -2.295560637634943, -2.9064968180460267, 0.9049350689414908, -1.34651047079536, -1.3990512807783433, -0.7555857119131961, 0.18611668822192307, 0.40391117874202687, 0.292423571346454, 0.36704806172412124, 0.19281427669598444, 0.14462412339839353, 0.3817889658025029, 0.33764095260975163, 0.20979484456424896, 0.21303369187253055, 0.41254347844147693, 0.18105881071326718, 1528.5345906511927, 54.96896326760656, 1631.517577682515, 125.35361431882615, 1080.6374862164687, 58.235439915432295, 0.09186035469638529]",sad
"[-1.9181616492085578, -4.0043749115629454, -0.5183513091597483, -3.0264271329431702, -2.4571998306800373, -3.9886987492170247, -7.124667317590621, -2.382055525200338, 2.8252308432258317, -0.43079142420395233, -2.0385207594687893, -2.5257816584165353, -1.9550682143759073, 0.354711911517521, 0.1819187184691155, 0.4114321694668872, 0.3715381315441244, 0.3718185725707934, 0.3438475738809727, 0.301961665769399, 0.367286123596682, 0.3591814133741378, 0.2645959289058976, 0.2426398227103099, 0.31018562952619866, 1509.8040302990375, 38.04464621730496, 999.7424202742679, 162.35706309273877, 970.1775403712036, 86.93366657481633, 0.11219765989542502]",sad
"[-2.4464045092696103, 0.9797268772041643, -5.201807956953031, -3.656994049560492, -2.206509520298095, -5.2863776223083345, -2.3517088088641422, 1.3229403314560364, -1.9582270234080765, -1.538598188562633, -4.52032953034516, -3.232722816078955, -2.750392760647874, 0.26822849032437657, 0.4281643795003769, 0.35576910607251244, 0.1888542043062968, 0.3246504778432005, 0.3498221748496785, 0.41401490385212664, 0.45805406865683734, 0.1984905808172131, 0.21891424887896616, 0.17424221410853835, 0.27659801408930185, 1293.271674889267, 149.3667258294551, 1417.2146929072433, 126.01143575588671, 990.351598449748, 46.59428393479908, 0.2044769360847387]",sad
"[-5.215322054236117, -1.630518842208551, 2.0472124384592787, -1.9864003108800046, -2.380078070002989, -2.7148908456208543, -2.3607833635248157, 0.7456969493530603, -6.423723822659014, 1.066867402592651, -4.84791430490029, -2.5333046584688295, -2.8584888405973237, 0.35885532697707195, 0.14018756481162523, 0.3462172666081943, 0.5024309623286852, 0.16368259954071893, 0.31897061676103955, 0.2338017822203391, 0.34258872061930357, 0.3019147777415752, 0.235851309095569, 0.3487872284871074, 0.4804348109786743, 1161.8192416545403, 135.98789710740908, 1052.018112638651, 78.26727173864934, 1054.4812555760755, 139.3646411414386, 0.117780667439283]",sad
"[-2.6261160610463086, -2.0014171891532917, -4.500815467939435, -0.7909693472892665, -0.23533387535318173, -2.9041806656661606, -2.9400842955190027, -1.468243540695903, -2.873439472081191, -2.132265229251645, 2.199443578333031, -2.4940514014919932, -2.7166803040424443, 0.23524581943648407, 0.37441919714999367, 0.2818775826781897, 0.23506269616785738, 0.43213040322730123, 0.4419603004513637, 0.23995764342612946, 0.11334600486393837, 0.40075136898369224, 0.23153701742399957, 0.37906255991627685, 0.10298961822881642, 1378.519467659862, 39.44140353596094, 1659.2292357199574, 151.07048008773256, 769.212116120671, 63.718547482928784, 0.13431592284783506]",sad
"[-1.7882110937695315, -0.8311740390550315, 1.952881169030971, -5.128483223422103, 1.2344251499372478, -1.7912881249535741, -3.7975680966462564, -4.66062725147798, -2.378240781554067, -0.15669977615108133, -2.2550982407550686, 1.022309860494695, -4.902351380103118, 0.29879110521539454, 0.17476065555868808, 0.3363631882624968, 0.38868873900973, 0.2579238206318947, 0.039578614337286544, 0.3198948146796494, 0.3436738551733509, 0.34042947549616975, 0.4235782191822154, 0.1928946320350951, 0.36802161054504495, 1438.501502495595, 11.07062079967416, 1535.895547775693, 112.18651267442465, 943.6954653796708, 93.90705934153345, 0.07563857179432239]",sad
